A	Coef.CD24HvsEpCAM	Coef.CD24LvsEpCAM	Coef.AirwayvsEpCAM	Coef.CD24HvsCD24L	t.CD24HvsEpCAM	t.CD24LvsEpCAM	t.AirwayvsEpCAM	t.CD24HvsCD24L	p.value.CD24HvsEpCAM	p.value.CD24LvsEpCAM	p.value.AirwayvsEpCAM	p.value.CD24HvsCD24L	Res.CD24HvsEpCAM	Res.CD24LvsEpCAM	Res.AirwayvsEpCAM	Res.CD24HvsCD24L	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
99100	2.9902787045965	0.389543450752305	0.909554467153733	0.649548958953019	-0.520011016401428	0	0	0	0	0.997906019446554	0.7029324000214	0.980840341515715	0.995306915718229	0	0	0	0	99100	centrosomal protein 152	Cep152	chr2	125563088	125625113
58521	5.76326025627258	0.279423590054472	-0.437182204600131	-0.0788793072728291	0.716605794654603	0	0	0	0	0.99285426247321	0.973303291669881	0.999432901319751	0.855391679523688	0	0	0	0	58521	EP300 interacting inhibitor of differentiation 1	Eid1	chr2	125673100	125675642
70354	7.39730175968446	-2.56984965225525	-1.3642742847554	-1.96706196850532	-1.20557536749985	-10.5833100944871	-2.48606125835733	-7.6054991262532	-1.37744683630677	4.45098376203951e-07	0.0160281691393088	8.78672786074354e-06	0.099108456520627	-1	0	-1	0	70354	SECIS binding protein 2-like	Secisbp2l	chr2	125736986	125782870
12848	6.27118642950046	-0.00702551586723743	0.258694031523558	0.125834257828161	-0.265719547390796	0	0	0	0	0.999608923979673	0.980077836663801	0.996076549567655	0.979751611080809	0	0	0	0	12848	COP9 signalosome subunit 2	Cops2	chr2	125830302	125859082
69976	5.67248941579014	1.70231934264614	0.318341323427443	1.01033033303679	1.38397801921869	6.59124004217589	0	0.107168750176788	3.64983366644238	2.97393270248781e-05	0.99993880169993	0.458380126838702	0.00220640450170678	1	0	0	1	69976	galactokinase 2	Galk2	chr2	125859109	125984298
14178	2.46520157673079	-1.24230102070274	-0.932609445622748	-1.08745523316274	-0.309691575079992	-0.831867354044426	0	-0.359292234907624	0	0.212393638076937	0.587744128594914	0.363401267196994	0.970281064194844	0	0	0	0	14178	fibroblast growth factor 7	Fgf7	chr2	126034658	126091185
69185	2.76019529609483	1.12999305509927	0.612640697905886	0.871316876502576	0.51735235719338	0.476826279970558	0	0	0	0.32183932005592	0.888442001025041	0.686721882368984	0.95753104009489	0	0	0	0	69185	DTW domain containing 1	Dtwd1	chr2	126152141	126165277
26458	2.96052912383112	3.02462939788168	3.21779573032383	3.12121256410276	-0.193166332442143	9.36948270087032	10.1715673632307	10.2181763197952	0	1.36928296872528e-06	6.44347428491482e-07	6.17410032744824e-07	0.999961374192968	1	1	1	0	26458	solute carrier family 27 (fatty acid transporter), member 2	Slc27a2	chr2	126553024	126588243
15186	7.76358715917077	1.24989508533201	-1.91478401334878	-0.332444464008385	3.16467909868078	0.990269406755202	-3.51504966480363	0	8.29647693605109	0.172622443071025	0.00276317411090089	0.993720586697896	4.09813902252148e-06	0	-1	0	1	15186	histidine decarboxylase	Hdc	chr2	126593660	126618678
14391	4.6142837108805	-1.02021866517873	-1.14667348810719	-1.08344607664296	0.126454822928466	-0.153984601318175	-1.04451259400248	-0.729914683061633	0	0.440332138166942	0.160337253910352	0.241038567616534	0.999938523320044	0	0	0	0	14391	GA repeat binding protein, beta 1	Gabpb1	chr2	126628907	126653722
84092	6.92992657858627	-1.8961228132492	-2.04316968163847	-1.96964624744384	0.147046868389268	-9.13739407069846	-10.4727870913846	-11.4088704901473	0	1.71777524318485e-06	4.90587221001172e-07	2.20321060867776e-07	0.999996760008296	-1	-1	-1	0	84092	ubiquitin specific peptidase 8	Usp8	chr2	126707328	126733334
58800	6.57174775872419	-0.307806479321433	-0.289676005698915	-0.298741242510174	-0.0181304736225174	0	0	0	0	0.984502028706248	0.985709332712398	0.992360522191954	0.999450038588811	0	0	0	0	58800	transient receptor potential cation channel, subfamily M, member 7	Trpm7	chr2	126791558	126876261
66552	6.14924291170666	-0.7631839889657	0.231155172606522	-0.266014408179589	-0.994339161572222	0	0	0	0	0.820202970309237	0.995305149625552	0.99710647115117	0.508948679950485	0	0	0	0	66552	signal peptide peptidase like 2A	Sppl2a	chr2	126890395	126933235
108011	4.81466517557589	-0.452701818617046	-0.313484671765543	-0.383093245191295	-0.139217146851503	0	0	0	0	0.993623930573463	0.997966896961667	0.998579026505424	0.999558896831231	0	0	0	0	108011	adaptor-related protein complex AP-4, epsilon 1	Ap4e1	chr2	127008711	127013572
109778	3.50330070231148	0.134644809194938	0.0982959278552302	0.116470368525084	0.0363488813397077	0	0	0	0	0.999849478217738	0.999853948162901	0.999947838409256	0.999965835528602	0	0	0	0	109778	biliverdin reductase A	Blvra	chr2	127070657	127090766
215387	1.29953834140412	0.912929470214954	1.46016564062039	1.18654755541767	-0.547236170405432	0	1.42163580368402	0.631579482526954	0	0.602303919492783	0.0926866928197926	0.270877610233947	0.935845121554031	0	0	0	0	215387	non-SMC condensin I complex, subunit H	Ncaph	chr2	127103810	127114670
73338	1.97248710702603	1.45243047998359	1.88917985217123	1.67080516607741	-0.436749372187644	1.77106301417455	3.48570095161704	2.84648043009757	0	0.0533803848367487	0.00290254610595755	0.00862113420623097	0.991732380683404	0	1	1	0	73338	inositol 1,4,5-triphosphate receptor interacting protein-like 1	Itpripl1	chr2	127138769	127142590
320632	7.02656122473326	0.0102154578215794	-0.271619466890241	-0.130702004534331	0.281834924711821	0	0	0	0	0.999999965821003	0.999996490061888	0.999999837604326	0.999996098387086	0	0	0	0	320632	small nuclear ribonucleoprotein 200 (U5)	Snrnp200	chr2	127208404	127240451
26371	5.3435786160779	0.0710912583303802	-0.148202396081212	-0.0385555688754158	0.219293654411592	0	0	0	0	0.999999385358176	0.999997582088707	0.999999902219576	0.999995241965094	0	0	0	0	26371	cytosolic iron-sulfur protein assembly 1	Ciao1	chr2	127240938	127247816
69470	6.12751877203701	-0.23483930712604	-0.461362599240677	-0.348100953183359	0.226523292114637	0	0	0	0	0.999998175340048	0.999953260978032	0.999997703995929	0.999997992621842	0	0	0	0	69470	transmembrane protein 127	Tmem127	chr2	127247975	127260764
99138	5.70128410695191	-0.418123283209559	-0.166507500613452	-0.292315391911505	-0.251615782596107	0	0	0	0	0.999912705704344	0.99999566193632	0.999994961255553	0.999987852726161	0	0	0	0	99138	START domain containing 7	Stard7	chr2	127270229	127285705
13537	1.23942913330704	-0.367273732445627	-0.34165922412701	-0.354466478286319	-0.0256145083186172	0	0	0	0	0.92613813690403	0.925518754334927	0.949627758926901	0.995428202286603	0	0	0	0	13537	dual specificity phosphatase 2	Dusp2	chr2	127336159	127338377
68126	3.78406355730273	-0.584484681953261	0.113306365257201	-0.23558915834803	-0.697791047210462	0	0	0	0	0.993902847468351	0.999978500397435	0.999972177577288	0.974182964846609	0	0	0	0	68126	fumarylacetoacetate hydrolase domain containing 2A	Fahd2a	chr2	127436215	127444565
56461	-0.245552479698584	2.59391653870705	2.68193528892544	2.63792591381625	-0.088018750218387	3.92649471937317	4.06208940058523	4.27125197645327	0	0.00140169257507223	0.00112552322867252	0.000805351102272025	0.996680071625374	1	1	1	0	56461	Kv channel interacting protein 3, calsenilin	Kcnip3	chr2	127456498	127482499
192212	1.98512865777583	5.98368798589485	5.57766173396848	5.78067485993166	0.406026251926366	9.74452186698308	8.83895025575841	9.4449811053086	0	9.94669317268046e-07	2.39929777099688e-06	1.31871566109585e-06	0.995185005533411	1	1	1	0	192212	prominin 2	Prom2	chr2	127526953	127541417
72180	1.97798175519374	-0.505327289380489	0.83686255351168	0.165767632065596	-1.34218984289217	0	0	0	-1.46766232292157	0.961297992800177	0.757153505001734	0.998871340950071	0.0863624816582332	0	0	0	0	72180	zinc finger protein 661	Zfp661	chr2	127575533	127584677
77721	3.11227039217301	-0.4961099736379	-0.192963254078983	-0.344536613858441	-0.303146719558917	0	0	0	0	0.99556268423429	0.999782737276826	0.999685048353083	0.999226005159039	0	0	0	0	77721	mitochondrial ribosomal protein S5	Mrps5	chr2	127587426	127596057
17153	5.69542798618505	-3.9296655934775	-1.67997171382151	-2.8048186536495	-2.24969387965599	-18.7027482650756	-5.2017077044571	-15.062128463187	-7.7775041557595	1.89029877743108e-09	0.000195694262202183	1.55190697209925e-08	7.23004238553016e-06	-1	-1	-1	-1	17153	myelin and lymphocyte protein, T cell differentiation protein	Mal	chr2	127633226	127656695
228576	4.92776871945464	0.665839045981638	1.21855849544578	0.942198770713711	-0.552719449464146	0	1.98196029226964	0	0	0.993504760925848	0.037713697418709	0.715128988004563	0.999363202494144	0	0	0	0	228576	mal, T cell differentiation protein-like	Mall	chr2	127704390	127729897
53885	5.91810560688631	2.8899707898024	0.713610165268346	1.80179047753538	2.17636062453406	15.8151647830585	0	7.36298539267577	10.3239735716666	9.67225556522439e-09	0.976774231122798	1.16328618259992e-05	5.60302752356702e-07	1	0	1	1	53885	nephronophthisis 1 (juvenile) homolog (human)	Nphp1	chr2	127740732	127744547
67885	3.99143568178908	-0.161777758941175	0.160182266888957	-0.000797746026109269	-0.321960025830131	0	0	0	0	0.999843933028019	0.999833327134006	0.999999819358634	0.999234372624785	0	0	0	0	67885	RIKEN cDNA 1500011K16 gene	1500011K16Rik	chr2	127791377	127792488
12235	1.0535291767904	-5.83298590355492	-4.07944234320041	-4.95621412337766	-1.75354356035451	-12.7444730269893	-10.3873048552497	-15.7746959965268	-1.63734156236937	7.99293015406609e-08	5.337991097548e-07	1.00861480160126e-08	0.0662601749698891	-1	-1	-1	0	12235	BUB1, mitotic checkpoint serine/threonine kinase	Bub1	chr2	127800200	127831859
74121	4.57221034787677	-7.58440589798636	-5.9379938864571	-6.76119989222173	-1.64641201152926	-17.606555122386	-17.0906037184289	-22.5114968973889	-1.50413740481941	3.6456309274197e-09	4.70103492619102e-09	3.18297945874112e-10	0.0816753343535795	-1	-1	-1	0	74121	acyl-Coenzyme A oxidase-like	Acoxl	chr2	127854628	128123892
12125	4.96591387798607	-1.70954563914576	-1.56247312318176	-1.63600938116376	-0.147072515964004	-5.57119305391149	-4.27465276708169	-5.86862864747794	0	0.000115541670472001	0.00079981168583334	7.66607409524413e-05	0.999942395617204	-1	-1	-1	0	12125	BCL2-like 11 (apoptosis facilitator)	Bcl2l11	chr2	128126038	128130015
100043424	-0.47322181895981	-0.907694570958969	0.155301710955251	-0.376196430001859	-1.06299628191422	0	0	0	-0.0721069891426591	0.567913332640302	0.931064616651369	0.838627822256675	0.49181316786832	0	0	0	0	100043424	predicted gene 14005	Gm14005	chr2	128298663	128429351
17222	6.64858297141253	-0.0820625025106434	-0.20609345651321	-0.144077979511927	0.124030954002567	0	0	0	0	0.999999719209947	0.999998537126998	0.999999826113335	0.999999466796103	0	0	0	0	17222	anaphase promoting complex subunit 1	Anapc1	chr2	128610083	128687395
17289	3.03657055482806	-0.81333144763285	0.0881908965635922	-0.362570275534629	-0.901522344196442	0	0	0	0	0.710090249206198	0.995702754904661	0.980253801345819	0.614652631045634	0	0	0	0	17289	c-mer proto-oncogene tyrosine kinase	Mertk	chr2	128698997	128802188
72477	5.74462217538097	-0.990235796773817	-0.541132668105094	-0.765684232439455	-0.449103128668723	0	0	0	0	0.525868406497957	0.994695681673425	0.953959014472422	0.99781774665584	0	0	0	0	72477	transmembrane protein 87B	Tmem87b	chr2	128818303	128830218
57432	3.13705654765428	1.54690322995568	0.0357878278143042	0.791345528884992	1.51111540214138	2.97263877674342	0	0	2.71206702359782	0.00694104096788514	0.999715882146151	0.862292294664965	0.010864823905087	1	0	0	0	57432	zinc finger CCCH type containing 8	Zc3h8	chr2	128926268	128944020
78751	4.12600449712986	1.00603024593131	0.508674250960092	0.757352248445704	0.497355994971223	0.021939395317495	0	0	0	0.491475029341074	0.936285332893379	0.81895337213839	0.95874760813201	0	0	0	0	78751	zinc finger CCCH type containing 6	Zc3h6	chr2	128967402	128994130
69737	4.90796102314554	1.93262971730971	-0.14933804360918	0.891645836850266	2.08196776091889	7.76232958187459	0	0	8.63185651715681	7.35386278577416e-06	0.99994926793795	0.818248240048208	2.8707314482981e-06	1	0	0	1	69737	tubulin tyrosine ligase	Ttl	chr2	129065947	129068105
20017	4.18769349880653	-0.354549563243718	0.272502083670104	-0.041023739786807	-0.627051646913822	0	0	0	0	0.998581919651742	0.999455259278942	0.99998831056635	0.977642868684028	0	0	0	0	20017	polymerase (RNA) I polypeptide B	Polr1b	chr2	129100996	129126595
66170	3.44242887190316	0.0883220918738896	0.0455819362224656	0.0669520140481774	0.042740155651424	0	0	0	0	0.999860918187288	0.999899891037922	0.999956610033941	0.999930918281975	0	0	0	0	66170	coiled-coil-helix-coiled-coil-helix domain containing 5	Chchd5	chr2	129129700	129134111
20515	6.08380791386635	1.32104241191155	0.0963248944532378	0.708683653182393	1.22471751745831	2.69175449201923	0	0	1.87748271722019	0.0112514688043766	0.999989310050317	0.989718786437074	0.0448452391897672	1	0	0	0	20515	solute carrier family 20, member 1	Slc20a1	chr2	129198773	129201176
70466	1.95897852141137	2.28858758476069	2.37628744969509	2.33243751722789	-0.0876998649344025	3.69251205356175	3.86439885049554	4.0220774751577	0	0.00205686034257866	0.00154998633001113	0.00119900419131255	0.998776536229898	1	1	1	0	70466	cytoskeleton associated protein 2-like	Ckap2l	chr2	129268210	129297212
16176	2.73761424037294	0.64974165849785	0.834212337650212	0.741976998074031	-0.184470679152362	0	0	0	0	0.85879310786019	0.694885687230196	0.811586640765962	0.993317219719736	0	0	0	0	16176	interleukin 1 beta	Il1b	chr2	129364578	129367410
668896	3.3899034028459	-0.839868083987384	-0.426311838953061	-0.633089961470223	-0.413556245034322	0	0	0	0	0.819681257436166	0.996826759529475	0.98669116555467	0.995965154254937	0	0	0	0	668896	signal peptidase complex subunit 2, pseudogene	Spcs2-ps	NA	NA	NA
19261	3.54198159285627	-1.11914386047236	-0.183129820305798	-0.651136840389077	-0.936014040166557	-0.436831367700209	0	0	0	0.335733404413112	0.995834725461117	0.926056250741314	0.587278290977246	0	0	0	0	19261	signal-regulatory protein alpha	Sirpa	chr2	129592839	129632228
654409	2.41609797934327	1.69124277735281	0.303005015506675	0.997123896429742	1.38823776184613	3.12373767340758	0	0	1.80060399755451	0.00535905656302438	0.988287807706619	0.505146716986977	0.050872122259764	1	0	0	0	654409	RIKEN cDNA 4932416H05 gene	4932416H05Rik	chr2	129798369	129801459
67333	5.63033135447478	1.01950536339664	0.987909783481626	1.00370757343913	0.0315955799150132	0.167420361347157	0	0.0358197997372681	0	0.435176908793808	0.539735347503527	0.486063092329892	0.999998900746794	0	0	0	0	67333	serine/threonine kinase 35	Stk35	chr2	129800517	129832285
20638	6.93688520183575	0.381078394765759	-0.010169982691095	0.185454206037332	0.391248377456854	0	0	0	0	0.999848757454516	0.999999464139993	0.999995272692246	0.999824498826103	0	0	0	0	20638	small nuclear ribonucleoprotein B	Snrpb	chr2	130171636	130179364
67134	5.19861640079699	-0.289654218355923	-0.12469474983065	-0.207174484093287	-0.164959468525273	0	0	0	0	0.999916532862992	0.99998450994634	0.999989547809856	0.999975303219955	0	0	0	0	67134	NOP56 ribonucleoprotein	Nop56	chr2	130274412	130279313
170718	6.48434610705761	0.347094037451756	0.249518895711434	0.298306466581595	0.0975751417403217	0	0	0	0	0.999989005557989	0.999996505585864	0.999998274553216	0.99999950363666	0	0	0	0	170718	isocitrate dehydrogenase 3 (NAD+) beta	Idh3b	chr2	130279309	130284451
228598	1.27304241630953	-1.08755861109034	-0.906155099276061	-0.996856855183199	-0.181403511814276	-0.260544573255312	0	0	0	0.399895593341782	0.603518851519475	0.504310583583875	0.977307884225348	0	0	0	0	228598	early B cell factor 4	Ebf4	chr2	130295939	130370481
56264	2.62218360518736	-2.78627820017676	-1.18259408654619	-1.98443614336148	-1.60368411363057	-5.15562572614737	-0.65480691318249	-3.93155823025234	-1.58636719899147	0.000209601115341321	0.263639621952157	0.00138805793005413	0.0717859380982389	-1	0	-1	0	56264	carboxypeptidase X 1 (M14 family)	Cpxm1	chr2	130390775	130397629
319513	3.41664596735972	-0.535627701998271	0.218592369672556	-0.158517666162858	-0.754220071670827	0	0	0	0	0.989616958505137	0.999658348446527	0.999929166148773	0.912603300121237	0	0	0	0	319513	PC-esterase domain containing 1A	Pced1a	chr2	130417684	130424281
80743	5.50031909366546	-0.404132255073351	-0.0173351837609514	-0.210733719417152	-0.3867970713124	0	0	0	0	0.998942549369725	0.99999376776962	0.999956610400041	0.999072941750329	0	0	0	0	80743	VSP16 CORVET/HOPS core subunit	Vps16	chr2	130424320	130444269
19262	5.44257610392819	0.598689096016684	0.212862084100736	0.40577559005871	0.385827011915948	0	0	0	0	0.998693693757966	0.999990236500721	0.999970875283136	0.999943606225204	0	0	0	0	19262	protein tyrosine phosphatase, receptor type, A	Ptpra	chr2	130450278	130554300
99045	4.56032225822188	0.16865914880875	-0.111382705684425	0.0286382215621623	0.280041854493175	0	0	0	0	0.999972463517613	0.999976036471554	0.999998834895643	0.999883983224755	0	0	0	0	99045	mitochondrial ribosomal protein S26	Mrps26	chr2	130563757	130565394
140629	3.09078431356514	0.248033404880925	0.213167724793257	0.230600564837091	0.0348656800876679	0	0	0	0	0.999469516030065	0.999445241162931	0.999791193585253	0.999965997611696	0	0	0	0	140629	U box domain containing 5	Ubox5	chr2	130589996	130630038
380601	2.56772641690146	-0.195983573868865	-0.394604213888393	-0.295293893878629	0.198620640019528	0	0	0	0	0.999830551149239	0.997803751708643	0.999795222482181	0.99969558336646	0	0	0	0	380601	FAST kinase domains 5	Fastkd5	chr2	130599514	130630038
241638	3.80647662835539	-1.18665151672189	0.658880585813986	-0.263885465453952	-1.84553210253588	-1.00825062463492	0	0	-4.75311776037697	0.168473804754073	0.97374090945889	0.999757178030991	0.000380898143231452	0	0	0	-1	241638	leucine zipper, putative tumor suppressor family member 3	Lzts3	chr2	130632765	130638095
77006	6.57863149464843	-0.587842654580185	-0.0959589148898674	-0.341900784735026	-0.491883739690318	0	0	0	0	0.996687634040999	0.999991711513428	0.999956657984632	0.999073164971982	0	0	0	0	77006	DDRGK domain containing 1	Ddrgk1	chr2	130654083	130664645
16434	2.94912026918769	0.200077906431327	-0.146101156295008	0.026988375068159	0.346179062726335	0	0	0	0	0.999443797837539	0.999374154080278	0.999976459592689	0.997231911019753	0	0	0	0	16434	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	Itpa	chr2	130667841	130677092
269356	0.256461843215663	2.53922259711673	-0.0957317918944717	1.22174540261113	2.6349543890112	4.62015814363223	0	0.646212699492798	4.71060231475974	0.000467010390590845	0.983633615057078	0.266330461048112	0.000406802823612379	1	0	0	1	269356	solute carrier family 4, sodium bicarbonate transporter-like, member 11	Slc4a11	chr2	130684108	130697519
